file,filter,mean,std,min,25%,50%,75%,max
PGC0003355_i.fits,i,9.47381,38.8234,-28.789259,-1.5310145616531372,3.978832483291626,10.60314655303955,1501.7511
PGC0003377_i.fits,i,4.824759,58.164104,-10.735016,-1.742307424545288,-0.04965384304523468,2.1570634841918945,6733.9463
PGC0003451_i.fits,i,39.524433,137.90186,-24.522495,5.725119113922119,13.330907821655273,30.423221588134766,3751.6206
PGC0003496_i.fits,i,2.1329913,26.92753,-22.365675,-3.157155990600586,0.3964775800704956,4.151789665222168,3465.8257
PGC0003563_i.fits,i,17.811436,343.71774,-25.143404,-2.480518341064453,2.0006227493286133,7.4961957931518555,41230.902
PGC0000243_u.fits,u,0.27102387,6.6805143,-23.694702,-4.064515590667725,0.0735139548778534,4.223882675170898,135.04016
PGC0000255_u.fits,u,0.019032057,41.04222,-7.9338994,-1.6749628782272339,-0.4760737419128418,0.7412191033363342,7923.469
PGC0000281_u.fits,u,5.8147435,8.282422,-16.919027,0.3704509139060974,4.701066493988037,9.77696704864502,59.304523
PGC0000212_u.fits,u,0.30656344,32.404198,-8.721479,-1.7380319833755493,-0.21412992477416992,1.3526979684829712,4103.6323
PGC0000218_u.fits,u,0.78618133,8.396611,-3.6205008,0.005547068547457457,0.5107153058052063,1.0125359296798706,1210.6104
PGC0000647_u.fits,u,0.23366612,4.416848,-6.237412,-1.165029525756836,-0.08557246625423431,1.1054378747940063,643.91064
PGC0000670_u.fits,u,0.12622377,4.95246,-31.87194,-3.1451306343078613,0.0651363879442215,3.3006200790405273,51.65018
PGC0000825_u.fits,u,13.916706,535.3654,-21.231796,-3.246262550354004,0.17918840050697327,3.768899440765381,47803.055
PGC0000963_u.fits,u,-0.1272667,23.32837,-7.9423156,-1.6421258449554443,-0.5134816765785217,0.6649351716041565,4172.4595
PGC0001058_u.fits,u,1.0718232,4.2606306,-9.869786,-1.0065722465515137,0.9165865182876587,2.922184467315674,404.1169
PGC0000282_u.fits,u,1.2218412,5.4537497,-19.335718,-2.410062551498413,1.0036590099334717,4.576957702636719,108.21129
PGC0000451_u.fits,u,-0.3796632,4.806702,-22.08723,-3.570948839187622,-0.4233264625072479,2.7467408180236816,73.45221
PGC0000548_u.fits,u,0.38308346,5.4901524,-20.580484,-3.3626527786254883,0.33705416321754456,4.012660026550293,27.93137
PGC0000635_u.fits,u,0.32419702,4.5286903,-18.692255,-2.7290115356445312,0.2684729993343353,3.305053472518921,47.94266
PGC0000639_u.fits,u,0.8855456,4.1824083,-18.207561,-1.8059666156768799,0.7652148604393005,3.4568183422088623,54.86147
PGC0003584_u.fits,u,0.7164757,6.107788,-12.075003,-1.6719508171081543,0.3922412097454071,2.664449453353882,556.04803
PGC0003620_u.fits,u,1.7420616,7.053138,-19.074562,-2.271385908126831,1.1773204803466797,4.866537570953369,194.67448
PGC0001221_u.fits,u,3.1045797,58.99389,-21.981533,-2.9300148487091064,0.6822347640991211,4.454591751098633,4976.2017
PGC0001224_u.fits,u,1.3962797,9.603755,-21.733618,-3.1896939277648926,0.5443516373634338,4.330075740814209,207.69121
PGC0001237_u.fits,u,-0.21437567,5.1603894,-20.610706,-3.6475627422332764,-0.37703371047973633,2.9817075729370117,74.97951
PGC0001293_u.fits,u,1.6954334,145.33084,-21.32598,-3.694729804992676,-0.6209201216697693,2.505992889404297,19231.717
PGC0001306_u.fits,u,1.0403408,5.6833553,-19.707819,-2.064145803451538,0.7700273990631104,3.7373104095458984,209.83226
PGC0001309_u.fits,u,1.8509558,7.0570617,-18.620573,-1.352766990661621,1.217872977256775,4.037938117980957,211.97934
PGC0001478_u.fits,u,-0.285021,4.0086308,-14.385873,-2.5917141437530518,-0.13776633143424988,1.7854664325714111,202.68494
PGC0001523_u.fits,u,0.28467813,8.458678,-13.688747,-2.55556058883667,-0.37596365809440613,2.0047974586486816,1248.1085
PGC0001621_u.fits,u,0.68131214,4.766383,-17.563175,-2.3192200660705566,0.6064937710762024,3.5761380195617676,181.50616
PGC0001713_u.fits,u,0.6082755,2.7945926,-10.133003,-1.2502976655960083,0.48624321818351746,2.2923173904418945,30.7425
PGC0001747_u.fits,u,1.4047931,4.9753714,-17.187286,-1.3441169261932373,1.2944550514221191,3.9824628829956055,378.65146
PGC0001781_u.fits,u,-0.45760182,10.525369,-8.131781,-1.903180480003357,-0.6142902374267578,0.6758033037185669,1451.8048
PGC0001805_u.fits,u,1.0435872,28.596462,-19.979124,-2.7824745178222656,0.42003577947616577,3.708623170852661,3056.7756
PGC0001841_u.fits,u,-0.27705577,3.6859818,-11.364377,-2.442277431488037,-0.5362721085548401,1.4457138776779175,66.94677
PGC0001862_u.fits,u,-0.5626696,15.621209,-16.605253,-3.210008144378662,-0.873393714427948,1.5428974628448486,2449.9634
PGC0001909_u.fits,u,0.3856102,3.8190968,-10.809925,-1.6070408821105957,0.07827792316675186,1.814060091972351,75.57484
PGC0001932_u.fits,u,1.9402735,133.84686,-12.90177,-1.9349546432495117,-0.16282297670841217,1.6822326183319092,18424.896
PGC0001933_u.fits,u,1.2956072,55.65894,-14.054935,-2.136651039123535,0.14765775203704834,2.496687889099121,6799.8
PGC0001936_u.fits,u,-0.001471005,3.385839,-13.564459,-2.3073654174804688,-0.03106941282749176,2.240541934967041,18.28945
PGC0002016_u.fits,u,-0.2797085,4.8016396,-19.05698,-3.4574880599975586,-0.3408847749233246,2.8171026706695557,125.41505
PGC0002035_u.fits,u,0.52274543,19.41909,-5.5544944,-0.7315562963485718,0.08936687558889389,0.9701599478721619,3011.463
PGC0002076_u.fits,u,1.6552881,4.1956425,-12.788126,-0.7865423560142517,1.4918158054351807,3.7792704105377197,152.71667
PGC0002149_u.fits,u,0.63738996,3.4905632,-10.63881,-1.2424426078796387,0.4862089157104492,2.2954695224761963,199.25087
PGC0002151_u.fits,u,1.5167732,5.542127,-18.911182,-2.185786247253418,1.2862612009048462,4.922632694244385,40.00387
PGC0002182_u.fits,u,-0.5451823,9.454066,-12.536896,-2.562443971633911,-0.7783375978469849,1.0720752477645874,1628.638
PGC0002269_u.fits,u,0.3821279,28.586212,-12.21211,-2.364638328552246,-0.23072031140327454,2.022632122039795,3687.9722
PGC0002288_u.fits,u,0.8613878,5.7273493,-12.239199,-1.5751171112060547,0.6197116374969482,2.876296043395996,235.88525
PGC0002331_u.fits,u,1.1559249,4.06074,-9.309159,-0.7159067988395691,0.9324338436126709,2.677180051803589,334.77863
PGC0002332_u.fits,u,2.1315053,7.4855947,-14.763865,-1.0501368045806885,1.6605967283248901,4.4720306396484375,374.7092
PGC0002352_u.fits,u,0.3931202,3.022278,-7.3351955,-0.9849957227706909,0.19163645803928375,1.4414381980895996,173.11711
PGC0002357_u.fits,u,0.6065216,3.853324,-8.12982,-1.1305891275405884,0.3838084936141968,1.948123574256897,204.11139
PGC0002365_u.fits,u,0.51306856,4.016897,-13.313872,-1.9314465522766113,0.3642415702342987,2.778898000717163,165.61142
PGC0002388_u.fits,u,0.35212675,2.2649212,-7.9077544,-1.0242747068405151,0.22761063277721405,1.565615177154541,85.427414
PGC0002391_u.fits,u,-0.067972235,5.482754,-19.26058,-3.5366547107696533,-0.34233030676841736,3.013986825942993,113.01264
PGC0002440_u.fits,u,1.5375768,4.6894684,-15.887179,-1.5316722393035889,1.255300760269165,4.215836048126221,83.32208
PGC0002482_u.fits,u,0.28601456,3.3449218,-6.798347,-0.9243018627166748,0.1374322772026062,1.2256968021392822,581.21484
PGC0002501_u.fits,u,0.39627394,3.576667,-13.706473,-1.9399244785308838,0.2805746793746948,2.586966037750244,100.324974
PGC0002522_u.fits,u,0.2900821,4.7795305,-13.259365,-2.331963300704956,-0.02474443055689335,2.3744215965270996,115.87314
PGC0002527_u.fits,u,0.01949984,4.319839,-16.67786,-2.4911670684814453,-0.21068894863128662,2.1800332069396973,142.77557
PGC0002597_u.fits,u,0.36801517,4.328819,-11.1488285,-1.8237862586975098,-0.07624167203903198,1.7733180522918701,108.98354
PGC0002600_u.fits,u,1.6396497,16.396667,-11.022686,-1.1739232540130615,0.7946315407752991,2.9122629165649414,2036.8442
PGC0002615_u.fits,u,1.5351542,8.3493595,-11.647289,-0.9509282112121582,1.2156471014022827,3.435659170150757,781.8854
PGC0002768_u.fits,u,0.78704566,7.6767597,-19.26387,-2.474238157272339,0.5073487758636475,3.5332109928131104,458.87292
PGC0002800_u.fits,u,0.8728986,3.382393,-10.666668,-1.1570687294006348,0.7276730537414551,2.6504507064819336,105.69841
PGC0002805_u.fits,u,0.44719672,2.8050556,-6.2305303,-0.6804789304733276,0.32932576537132263,1.3788483142852783,476.17206
PGC0002889_u.fits,u,1.3403455,3.939038,-6.536514,0.020106475800275803,1.2461811304092407,2.5170531272888184,632.7989
PGC0003072_u.fits,u,2.063516,35.13921,-12.170212,-0.7138956785202026,1.3466379642486572,3.498121500015259,5088.396
PGC0003140_u.fits,u,-0.4299685,4.1362543,-15.498206,-2.982343912124634,-0.584748387336731,1.857215166091919,151.9758
PGC0003232_u.fits,u,-0.38871977,4.8969164,-19.274181,-3.6506359577178955,-0.4261198937892914,2.7835121154785156,90.36431
PGC0003312_u.fits,u,0.9499294,5.0852237,-23.355494,-2.437683343887329,0.814868688583374,4.113874912261963,90.85818
PGC0003314_u.fits,u,-0.71699136,4.8387246,-21.779482,-3.9568445682525635,-0.752547562122345,2.458803176879883,26.264786
PGC0003355_u.fits,u,-0.4916701,5.193932,-22.303537,-3.9522178173065186,-0.562350332736969,2.861273765563965,50.52848
PGC0003377_u.fits,u,0.5722265,36.131905,-6.751832,-0.9286142587661743,0.053116850554943085,1.0985772609710693,7409.5166
PGC0003451_u.fits,u,0.52497363,5.3244414,-17.759026,-2.3847596645355225,0.22330203652381897,2.865001678466797,92.527084
PGC0003496_u.fits,u,-0.43152002,3.8162715,-15.232491,-2.8350400924682617,-0.6426620483398438,1.6676818132400513,41.589485
PGC0003563_u.fits,u,0.8257922,20.370848,-21.783144,-3.6988131999969482,0.01031850092113018,3.836423873901367,2035.8262
PGC0003566_u.fits,u,0.33405134,3.4110925,-13.625467,-1.9505656957626343,0.23734240233898163,2.5173861980438232,40.8275
PGC0003569_u.fits,u,0.15841684,8.88668,-19.335424,-3.3608546257019043,-0.08439919352531433,3.257901906967163,753.7139
